name,brand,price_rub,price_kzt,seller,seller_id,seller_rating,seller_total_sold,seller_age_months,feedbacks,category,source_file,risk_level,publication_date,first_review_datetime
Длинный пуховик с капюшоном Daser,Kilta,10401.0,62406.0,Качество с любовью AZ,4517442.0,4.7,67.0,11.0,7.0,пуховики,all_products.csv,low,2025-04-06,2025-04-09
Жилетка утепленная,AS&CO,7070.0,42420.0,Общество с ограниченной ответственностью АСКО,4279895.0,4.7,242.0,7.0,25.0,жилеты,all_products.csv,low,2025-08-23,2025-09-03
пуховик зимний длинный с капюшоном и мехом,WINTERRA,8782.0,52692.0,Winterraa,13475.0,4.7,969.0,44.0,100.0,пуховики,all_products.csv,low,2023-07-29,2023-08-09
Кардиган теплый оверсайз большие размеры на пуговицах осень,KYERO STYLE,1613.0,9678.0,KYERO GROUP,1190611.0,4.7,669.0,29.0,69.0,кардиганы,all_products.csv,low,2024-07-05,2024-07-10
"Пальто демисезонное,утепленное,плащ классический",baronia.,12644.0,75864.0,Барония Фэшен ООО,61669.0,4.7,291.0,36.0,30.0,пальто,all_products.csv,low,2023-08-13,2023-08-18
Косуха оверсайз с бахромой куртка кожаная,xr-xoroshy,4670.0,28020.0,XR-Хoroshiy,174286.0,4.7,1299.0,36.0,134.0,косухи,all_products.csv,low,2025-07-13,2025-07-28
Куртка бомбер с капюшоном оверсайз утепленный,UTEKS,5320.0,31920.0,UTEKS,4282702.0,4.9,722.0,41.0,73.0,бомберы,all_products.csv,low,2022-12-22,2023-01-03
Укорочённый бомбер шерстяной,ayonx,3436.0,20616.0,AYONX,3951609.0,4.8,21452.0,30.0,2189.0,бомберы,all_products.csv,low,2025-12-19,2025-12-29
Куртка удлиненная демисезонная осенняя с поясом,Reprise,4195.0,25170.0,Женская одежда,1214012.0,4.7,3540.0,16.0,365.0,куртки,all_products.csv,low,2024-11-13,2024-11-26
Куртка зимняя с натуральным мехом,Kanzler,25168.0,151008.0,KANZLER,4343079.0,4.8,58.0,16.0,6.0,куртки,all_products.csv,low,2024-12-31,2025-01-06
Полупальто демисезонное короткое,ReLait,8202.0,49212.0,ReLait,860826.0,4.8,4831.0,2.0,493.0,пальто,all_products.csv,low,2025-11-12,2025-11-21
Кардиган на пуговицах с карманами,Emberens,4403.0,26418.0,Emberens,329705.0,4.5,57.0,8.0,6.0,кардиганы,all_products.csv,low,2025-09-09,2025-09-17
"Бомбер укороченный, короткая куртка",SHOPSTYLE.,2055.0,12330.0,SHOPSTYLE,1142023.0,4.8,3234.0,47.0,330.0,бомберы,all_products.csv,low,2024-03-29,2024-04-11
Пальто полупальто короткое на осень,,5672.0,34032.0,Million Friends,560274.0,4.7,38.0,29.0,4.0,полупальто,all_products.csv,low,2023-11-05,2023-11-18
Куртка короткая замшевая с поясом,TREND STORE,3725.0,22350.0,Высокий рейтинг магазина,250002342.0,4.6,86.0,13.0,9.0,косухи,all_products.csv,low,2025-07-15,2025-07-22
Пуховик зимний женский,WM,4470.0,26820.0,WM,250062223.0,4.9,148.0,19.0,15.0,пуховики,all_products.csv,low,2024-09-09,2024-09-26
Куртка полупальто демисезонное с высоким воротом,Yolo,6362.0,38172.0,YOLO SHOP,88489.0,4.8,9.0,18.0,1.0,куртки,all_products.csv,low,2025-06-23,2025-06-30
Плащ тренч с капюшоном оверсайз,WINTERRA,5662.0,33972.0,Winterra.,326912.0,4.8,2842.0,1.0,290.0,плащи,all_products.csv,low,2025-12-06,2025-12-14
Ветровка удлиненная,Winstyle,3465.0,20790.0,OLWEN & WINSTYLE,584896.0,4.6,3580.0,24.0,373.0,ветровки,all_products.csv,low,2024-12-21,2024-12-25
Брюки утепленные,Glissade,5884.0,35304.0,ООО Спортмастер,276.0,4.9,9.0,31.0,1.0,полукомбинезоны спортивные,all_products.csv,low,2025-08-31,2025-09-03
Ветровка удлиненная большие размеры черная куртка,Kera,3359.0,20154.0,Женская одежда Kera и детская одежда Pikolino,15602.0,4.8,19805.0,9.0,2021.0,ветровки,all_products.csv,low,2025-04-15,2025-04-22
Ветровка спортивная с капюшоном больших размеров,BIBRIKSON,2964.0,17784.0,ИП Мирошникова Е.А,681930.0,4.8,4057.0,38.0,414.0,ветровки,all_products.csv,low,2023-12-09,2023-12-14
Куртка рабочего тренд замшевая демисезон,Missis Mariyam,3781.0,22686.0,ИП Юсузов И Р,1322251.0,4.7,484.0,16.0,50.0,куртки,all_products.csv,low,2025-05-09,2025-05-15
Пальто демисезонное стеганое,Esma Nur,6311.0,37866.0,Esma Nur,4110928.0,4.7,3705.0,10.0,382.0,пальто,all_products.csv,low,2025-04-16,2025-04-28
Стеганое пальто с капюшоном,ТВОЕ,2509.0,15054.0,ТВОЕ,5359.0,4.8,3773.0,23.0,385.0,пальто,all_products.csv,low,2024-03-06,2024-03-22
Пальто демисезонное шерстяное с поясом,FANCY CODE,7001.0,42006.0,МАГАЗИН,705325.0,4.8,7124.0,16.0,727.0,пальто,all_products.csv,low,2024-09-20,2024-10-05
Пальто демисезонное драповое большие размеры осень,Valandy,8002.0,48012.0,VALANDY,52957.0,4.7,3530.0,29.0,364.0,пальто,all_products.csv,low,2025-04-06,2025-04-15
Тренчкот,INSPIRADO,4648.0,27888.0,КАТАЛОГ,41056.0,4.8,4439.0,43.0,453.0,плащи,all_products.csv,low,2025-11-08,2025-11-20
Куртка бомбер оверсайз укороченная демисезонная,Sanes,2279.0,13674.0,Riptide,918074.0,4.8,2636.0,36.0,269.0,бомберы,all_products.csv,low,2023-05-21,2023-06-07
кардиганы,Kenshop,2228.0,13368.0,samsam,689705.0,4.7,426.0,45.0,44.0,кардиганы,all_products.csv,low,2025-03-21,2025-03-27
Пальто осеннее шерстяное кимоно без подклада оверсайз,VESHALKA,7847.0,47082.0,VESHALKA,1287074.0,4.7,3462.0,41.0,357.0,пальто,all_products.csv,low,2023-11-16,2023-11-24
Косуха оверсайз,Svobodny Individualism,7081.0,42486.0,Svobodny Individualism,235421.0,4.7,2444.0,17.0,252.0,косухи,all_products.csv,low,2024-12-25,2024-12-29
Ветровка демисезонная оверсайз весна,Sofi doll,2325.0,13950.0,СТИЛЬНЫЙ ОБРАЗ,528685.0,4.7,97.0,35.0,10.0,бомберы,all_products.csv,low,2024-08-03,2024-08-08
Пальто пиджак демисезонное полупальто,maxtrend,6369.0,38214.0,Maxtrend,1351858.0,4.6,585.0,44.0,61.0,полупальто,all_products.csv,low,2023-10-03,2023-10-16
Куртка косуха демисезонная больших размеров,D`imma,6508.0,39048.0,D'imma,4453107.0,4.7,87.0,37.0,9.0,куртки,all_products.csv,low,2025-06-23,2025-07-09
Куртка фуфайка женская стеганая хлопок осень,New Lilu,4096.0,24576.0,New Life,791972.0,4.7,572.0,10.0,59.0,куртки,all_products.csv,low,2025-11-28,2025-12-15
Пальто двойка свободного кроя стеганое теплое с капюшоном,Ansari_Brand,7329.0,43974.0,Аль-Авваль,976026.0,4.7,29.0,38.0,3.0,пальто,all_products.csv,low,2025-07-19,2025-08-02
Куртка весна удлиненная стеганая с капюшоном,VASHLOOK,8005.0,48030.0,Современные технологии,98288.0,4.7,17198.0,38.0,1773.0,куртки,all_products.csv,low,2023-03-14,2023-03-25
Куртка утепленная стеганая из плащевой ткани,Grace Well,9655.0,57930.0,Grace Well,15894.0,4.8,774.0,48.0,79.0,куртки,all_products.csv,low,2022-09-14,2022-09-17
Куртка с капюшоном,ZakRaf,4097.0,24582.0,ZakRaf,451346.0,4.7,446.0,18.0,46.0,куртки,all_products.csv,low,2024-07-22,2024-08-05
Куртка зимняя длинная,REVIVAL WEAR,6883.0,41298.0,REVIVAL,4194925.0,4.3,3431.0,42.0,369.0,пуховики,all_products.csv,medium,2024-01-08,2024-01-18
бомбер осенний коричневый,,3192.0,19152.0,MaStura,4211254.0,4.7,87.0,23.0,9.0,бомберы,all_products.csv,low,2024-04-15,2024-04-30
Пальто с шерстью,Vittoria Vicci,7504.0,45024.0,Vittoria Vicci,944714.0,4.7,38.0,16.0,4.0,пальто,all_products.csv,low,2025-08-07,2025-08-10
Осенний бомбер кожаный оверсайз,Belisse,6080.0,36480.0,Secret store,3945852.0,4.8,117.0,27.0,12.0,бомберы,all_products.csv,low,2024-08-30,2024-09-08
Пальто пиджак осеннее шерстяное,In&C,5715.0,34290.0,ABRAbrand,917445.0,4.6,268.0,24.0,28.0,пальто,all_products.csv,low,2024-11-29,2024-12-15
Костюм с кардиганом трикотажный свободный беларусь,Мублиз,5034.0,30204.0,ИП Гамзатова Н.В.,4088335.0,4.6,76.0,26.0,8.0,костюмы,all_products.csv,low,2024-03-17,2024-03-28
Парка зимняя Аspiration,Free Flight,11583.0,69498.0,FREE FLIGHT STORE,4182081.0,4.9,1989.0,34.0,201.0,парки,all_products.csv,low,2025-07-25,2025-08-07
Куртка демисезонная укороченная утепленная еврозима,Bemansa,8580.0,51480.0,Bemansa,836618.0,4.8,4557.0,7.0,465.0,куртки,all_products.csv,low,2025-09-18,2025-09-25
Куртка короткая стеганая с капюшоном,Befree,5498.0,32988.0,MELON FASHION GROUP,5862.0,4.8,294.0,45.0,30.0,куртки,all_products.csv,low,2023-11-07,2023-11-14
Куртка бомбер укороченный шерстяной,Ailun Collection,3862.0,23172.0,Ailun Collection,3948649.0,4.7,174.0,39.0,18.0,бомберы,all_products.csv,low,2025-05-14,2025-05-28
Шуба искусственная длинная экомех под норку,,6034.0,36204.0,TAO&BAO.шуба,4226177.0,4.8,205.0,43.0,21.0,шубы искусственные,all_products.csv,low,2022-10-17,2022-10-22
Осенний жилет стеганый оверсайз,MT.Style,4100.0,24600.0,MT.Style,1357558.0,4.8,1744.0,21.0,178.0,жилеты,all_products.csv,low,2024-11-29,2024-12-13
Персиковый велюровый кардиган,gloria jeans,2604.0,15624.0,Gloria Jeans,49817.0,4.9,79.0,42.0,8.0,кардиганы,all_products.csv,low,2025-06-24,2025-06-27
Жилетка замшевая оверсайз,,3929.0,23574.0,UZUN,250021625.0,4.8,39.0,27.0,4.0,жилеты,all_products.csv,low,2025-02-11,2025-02-17
Бомбер осенний оверсайз,GLIME,5420.0,32520.0,Delyamer,59683.0,4.7,708.0,39.0,73.0,бомберы,all_products.csv,low,2023-08-11,2023-08-16
Куртка демисезонная больших размеров Парка,Louis Nesta,7450.0,44700.0,Louis Nesta,251305.0,4.7,9767.0,17.0,1007.0,куртки,all_products.csv,low,2025-11-24,2025-12-06
Ветровка Кортез,Corteiz,1966.0,11796.0,DonBerries,4193305.0,4.7,34677.0,14.0,3575.0,ветровки,all_products.csv,low,2025-04-08,2025-04-19
Жилет,GEOX,5995.0,35970.0,Wildberries,1234.0,4.8,882.0,40.0,90.0,жилеты,all_products.csv,low,2023-09-08,2023-09-14
Длинная стеганая куртка пуховик,Vittoria Vicci,3391.0,20346.0,Vittoria Vicci,944714.0,4.7,766.0,26.0,79.0,куртки,all_products.csv,low,2024-12-05,2024-12-10
Куртка рубашка стеганая,AVALON,8643.0,51858.0,ООО МАГИЯПАЛЬТО,524888.0,4.8,1842.0,11.0,188.0,куртки,all_products.csv,low,2025-11-07,2025-11-19
Джинсовая хлопковая куртка весна большой размер,Мисс Данин,3139.0,18834.0,Мисс Данин,1196120.0,4.8,2283.0,21.0,233.0,ветровки,all_products.csv,low,2025-09-18,2025-09-21
Джинсовая куртка оверсайз большие размеры,Grace,3081.0,18486.0,Grace,3928418.0,4.7,5616.0,6.0,579.0,куртки,all_products.csv,low,2025-10-20,2025-10-27
Кардиган оверсайз на пуговицах,Mark Formelle,2737.0,16422.0,Mark Formelle,95717.0,4.8,725.0,29.0,74.0,кардиганы,all_products.csv,low,2025-01-24,2025-02-03
Куртка демисезонная с капюшоном удлиненная со стразами,Shilliano,6179.0,37074.0,Shilliano,300518.0,4.8,931.0,5.0,95.0,куртки,all_products.csv,low,2025-09-27,2025-10-01
Кардиган бохо оверсайз,,1950.0,11700.0,D&D,4386889.0,4.7,0.0,16.0,0.0,кардиганы,all_products.csv,low,2025-11-29,2025-12-09
Шуба полушубок экомех эконорка,,7539.0,45234.0,BARDO,4471177.0,4.8,78.0,44.0,8.0,шубы искусственные,all_products.csv,low,2025-03-22,2025-03-26
Тренч утепленный бежевый,FUNDAY,1836.0,11016.0,O'STIN,32496.0,4.9,118.0,36.0,12.0,тренчкоты,all_products.csv,low,2025-04-06,2025-04-11
Плащ кожаный короткий тренч,JOJOLADY,7087.0,42522.0,JOJOLADY,1285459.0,4.8,607.0,19.0,62.0,плащи,all_products.csv,low,2024-05-29,2024-06-05
Костюм оверсайз теплый с начесом с принтом брендоваЯ,adidas,4740.0,28440.0,Fashion Look,250002297.0,4.7,58.0,41.0,6.0,костюмы спортивные,all_products.csv,low,2025-10-26,2025-11-02
Куртка женская демисезонная большие размеры осень,Kera,3725.0,22350.0,Женская одежда Kera и детская одежда Pikolino,15602.0,4.8,60397.0,12.0,6163.0,куртки,all_products.csv,low,2025-04-26,2025-04-30
Пончо,МариЧи,3042.0,18252.0,МариЧи,107090.0,4.7,291.0,37.0,30.0,пончо,all_products.csv,low,2024-11-06,2024-11-16
Жилетка демисезонная удлиненная,Северная Лагуна,5320.0,31920.0,ИП Ковалёва Н.В.,821442.0,4.9,940.0,39.0,95.0,жилеты,all_products.csv,low,2025-12-11,2025-12-23
Дубленка женская демисезонная,Reversal,9044.0,54264.0,REVERSAL,59199.0,4.7,552.0,3.0,57.0,дубленки,all_products.csv,low,2025-10-07,2025-10-12
Куртка короткая стеганая демисезонная на синтепухе,Valandy,4507.0,27042.0,VALANDY,52957.0,4.7,271.0,43.0,28.0,куртки,all_products.csv,low,2022-08-31,2022-09-11
Пальто утепленное женское,GLOBALGYM,4466.0,26796.0,ООО Спортмастер,276.0,4.9,138.0,15.0,14.0,пуховики,all_products.csv,low,2024-11-02,2024-11-16
Укороченный кардиган на пуговицах вязаный,Costary,1737.0,10422.0,COSTARY,471699.0,4.7,135.0,43.0,14.0,кардиганы,all_products.csv,low,2025-04-14,2025-04-21
Батарейки АА аккумуляторные пальчиковые 2000 mAh 20 штук,Mirex,2665.0,15990.0,U-NEXT,,4.8,78.0,9.0,8.0,элементы питания,all_products.csv,low,2025-11-04,2025-11-09
Кабель VGA to VGA High Speed,SmartWizard,217.0,1302.0,eShop Trade,,4.5,57.0,10.0,6.0,кабели,all_products.csv,low,2025-05-19,2025-05-25
"Кабель медь USB-DC разъем 5.5x2.1мм 1.8м,-20шт",ЭКО-ПЛЮС,2860.0,17160.0,ЭКО-Плюс,,4.8,0.0,32.0,0.0,кабели,all_products.csv,low,2024-03-03,2024-03-12
Зарядное устройство для телефона Type-C 3А 20W QC PD,Borofone,480.0,2880.0,LIBERTY PROJECT,,4.6,67.0,20.0,7.0,зарядные устройства,all_products.csv,low,2025-07-02,2025-07-17
Кабель для зарядки 2в1 USB-C to C+Lighning MFI 60W Gun 1.0m,Energea,2740.0,16440.0,ООО СОТЕКОМ официальный дистрибьютор брендов,,4.7,0.0,7.0,0.0,кабели,all_products.csv,low,2025-11-30,2025-12-07
Кабель питания для ноутбуков PC-186-ML12 1.8м,Cablexpert,468.0,2808.0,ASSEN,,4.8,0.0,33.0,0.0,кабели,all_products.csv,low,2023-04-05,2023-04-10
Кабель Type-C длинный 2 метра,GQbox,519.0,3114.0,Зарядка,,4.9,324828.0,38.0,32811.0,кабели,all_products.csv,low,2023-06-25,2023-07-03
Аккумуляторы АА пальчиковые 1.2 v 2700 mah,GP,4464.0,26784.0,PL Company,,4.7,0.0,3.0,0.0,элементы питания,all_products.csv,low,2025-10-11,2025-10-24
"Батарейка АА алкалиновая пальчиковая 1,5v LR6 Alkaline",KODAK,315.0,1890.0,MS Commerce,,4.7,0.0,30.0,0.0,элементы питания,all_products.csv,low,2024-01-20,2024-02-04
"Зарядка для часов Amazfit Bip, смарт часов Амазфит Бип",Tech&Style,406.0,2436.0,Tech&Style - Аксессуары на любой вкус,,4.5,19.0,12.0,2.0,зарядные устройства,all_products.csv,low,2025-04-07,2025-04-14
Кабель Type-C USB для зарядки 3А универсальный,HOCO,291.0,1746.0,СмартАксессуары,,4.6,0.0,15.0,0.0,кабели,all_products.csv,low,2025-11-26,2025-12-01
Кабель Type-C Lightning быстрая зарядка 3A 20W PD,HOCO,530.0,3180.0,СмартАксессуары,,4.6,144.0,41.0,15.0,кабели,all_products.csv,low,2023-06-30,2023-07-07
Кабель Light CSL-UTP-2-CU UTP 5e 305 м серый,SkyNet,7103.0,42618.0,TENGRI STORE,,4.6,0.0,17.0,0.0,Unknown Category,all_products.csv,low,2025-04-09,2025-04-17
Аккумуляторные батарейки мизинчиковые ААА 550 mah HR03,PERFEO,410.0,2460.0,PL Company,,4.7,0.0,36.0,0.0,элементы питания,all_products.csv,low,2023-03-31,2023-04-10
Aккумулятор литий-ионный 18650 2000 mah,PERFEO,424.0,2544.0,PL Company,,4.7,0.0,45.0,0.0,элементы питания,all_products.csv,low,2023-12-02,2023-12-14
Аккумуляторные батарейки мизинчиковые ААА 1000 mah HR03,PERFEO,552.0,3312.0,PL Company,,4.7,0.0,1.0,0.0,элементы питания,all_products.csv,low,2025-12-19,2025-12-22
Аккумуляторные батарейки пальчиковые AA HR6 1.2v 2850mAh,PERFEO,882.0,5292.0,Батарейкин,,4.8,117.0,31.0,12.0,элементы питания,all_products.csv,low,2024-07-18,2024-08-04
"Зарядка для телефона USB Lightning 8-pin, 5W, 1 м",Batme,432.0,2592.0,Официальный магазин BATME,,4.7,0.0,5.0,0.0,зарядные устройства,all_products.csv,low,2025-12-11,2025-12-28
Зарядное устройство для телефона с кабелем UPC11 + micro-USB,DEFENDER,182.0,1092.0,Defender,,4.9,4266.0,2.0,431.0,зарядные устройства,all_products.csv,low,2025-11-24,2025-12-10
Аккумуляторные батарейки ААА мизинчиковые 1100 мАч 2 шт,Космос,184.0,1104.0,КОСМОС  Официальный магазин,,4.9,53529.0,19.0,5407.0,элементы питания,all_products.csv,low,2024-12-22,2025-01-03
Зарядное устройство с кабелем micro USB,EMYX,167.0,1002.0,EMYX,,4.7,9360.0,20.0,965.0,зарядные устройства,all_products.csv,low,2024-07-06,2024-07-15
Батарейки мизинчиковые AAA LR03 алкалиновые комплект 20 штук,CROMEX,227.0,1362.0,САМСОН,,4.9,29155.0,13.0,2945.0,элементы питания,all_products.csv,low,2025-09-28,2025-10-06
Зарядное устройство для телефона Type C 30W,КRUЧЕ,586.0,3516.0,КРУЧЕ,,4.9,79.0,5.0,8.0,зарядные устройства,all_products.csv,low,2025-11-29,2025-12-16
Кабель Type C usb 2 метра,VPG,507.0,3042.0,A-Point,,4.8,284.0,14.0,29.0,кабели,all_products.csv,low,2025-03-17,2025-03-28
Аккумуляторы ААА мизинчиковые 1.2v 650 mAh R3,GP,1389.0,8334.0,MS Commerce,,4.7,29.0,24.0,3.0,элементы питания,all_products.csv,low,2024-07-23,2024-08-08
Батарейка щелочная крона 6LR61 9V,Epilso,1120.0,6720.0,Батарейкин,,4.8,0.0,39.0,0.0,элементы питания,all_products.csv,low,2023-07-18,2023-07-29
Кабель HDMI - micro HDMI Full HD V1.4,TECHNOLAMA,272.0,1632.0,ТЕХНОЛАМА,,4.6,537.0,40.0,56.0,кабели,all_products.csv,low,2025-08-17,2025-08-22
Батарейка CR-P2 Lithium 6V - 1шт,GoPower,575.0,3450.0,AB-BATTERIES,,4.8,5282.0,32.0,539.0,элементы питания,all_products.csv,low,2024-09-14,2024-09-20
Кабель для зарядки Type-с 5 метров,CleanStyle,700.0,4200.0,CleanStyle,,4.7,4064.0,27.0,419.0,кабели,all_products.csv,low,2025-04-09,2025-04-23
Кабель Samsung Type-C,Profit,238.0,1428.0,ИП Наварич Д. Л.,,4.7,1648.0,21.0,170.0,кабели,all_products.csv,low,2024-07-25,2024-08-02
"Батарейки R03 AAA солевые Super Heavy Duty 4 шт. в шр, 1.5V",CAMELION,40.0,240.0,Perfeo,,4.8,607.0,12.0,62.0,элементы питания,all_products.csv,low,2025-04-14,2025-04-18
Коаксиальный кабель RG-58 A U SUPERFLEXIBLE (90 метров),PROCABLE-AV,17936.0,107616.0,SK STORE,,4.9,0.0,13.0,0.0,кабели,all_products.csv,low,2024-12-22,2024-12-25
Кабель USB 2.0 удлинитель AM-AF 1метр - 10шт,Дачный базар,1385.0,8310.0,Дачный базар,,4.8,0.0,32.0,0.0,кабели,all_products.csv,low,2023-05-06,2023-05-22
Кабель micro usb для зарядки телефона Android,Mobileplus,252.0,1512.0,MOBILEPLUS Мир аксессуаров,,4.8,0.0,28.0,0.0,кабели,all_products.csv,low,2025-07-31,2025-08-07
Кабель светящийся для USB Type-C,HOCO,293.0,1758.0,ТехноСити,,4.7,6421.0,19.0,662.0,кабели,all_products.csv,low,2024-09-24,2024-10-09
Кабель для антенн уличный провод коаксиальный RG-213,PREMIER,6445.0,38670.0,TRACK-ELECTRONICS,,4.7,38.0,25.0,4.0,кабели,all_products.csv,low,2025-06-28,2025-07-07
"Батарейка ААА алкалиновая мизинчиковая 1,5v LR3 Alkaline",KODAK,1930.0,11580.0,MS Commerce,,4.7,9.0,12.0,1.0,элементы питания,all_products.csv,low,2025-08-14,2025-08-30
Быстрая зарядка для Iphone 20W,GTAR,481.0,2886.0,GTAR,,4.8,676.0,26.0,69.0,зарядные устройства,all_products.csv,low,2024-07-09,2024-07-19
Кабель для lphone Lightning для зарядки телефона,HOCO,334.0,2004.0,ИНДИГО,,4.9,2224510.0,14.0,224698.0,кабели,all_products.csv,low,2025-06-26,2025-07-09
Кабель удлинитель 2.0 USB 2м+1м папа-мама - 1комплект,ЭКО-ПЛЮС,344.0,2064.0,ЭКО-Плюс,,4.8,29.0,16.0,3.0,кабели,all_products.csv,low,2025-03-10,2025-03-13
Быстрая зарядка Type-c 20W,GQbox,861.0,5166.0,Зарядка,,4.9,351182.0,20.0,35473.0,зарядные устройства,all_products.csv,low,2025-04-13,2025-04-17
Кабель Lightning USB-C для быстрой зарядки 3A PD 20Вт,Borofone,390.0,2340.0,Мир электроники,,4.7,58.0,34.0,6.0,кабели,all_products.csv,low,2025-06-21,2025-06-28
USB mini USB кабель для видеокамеры навигатора 2.5 м,4ПХ,408.0,2448.0,Партнёр 4ПХ,,4.8,1146.0,30.0,117.0,кабели,all_products.csv,low,2024-07-05,2024-07-10
Кабель HDMI-DVI 2.0м dual link ABFBH,VENTION,841.0,5046.0,ЕКОМ,,4.9,0.0,41.0,0.0,кабели,all_products.csv,low,2025-10-04,2025-10-21
Кабель HDMI-DVI 3.0м dual link ABFBI,VENTION,1035.0,6210.0,ЕКОМ,,4.9,0.0,35.0,0.0,кабели,all_products.csv,low,2025-11-06,2025-11-14
Зарядное устройство для телефона быстрая GAN,WALKER,904.0,5424.0,WALKER SHOP,,4.7,5538.0,18.0,571.0,зарядные устройства,all_products.csv,low,2025-05-08,2025-05-18
Алкалиновая батарейка мизинчиковая LR3 AAA 1.5v Alkaline,DAEWOO,1680.0,10080.0,Батарейкин,,4.8,0.0,48.0,0.0,элементы питания,all_products.csv,low,2022-03-22,2022-03-30
Аккумулятор 18650 3500mah без защиты 4шт,Орбита,1787.0,10722.0,PL Company,,4.7,0.0,6.0,0.0,элементы питания,all_products.csv,low,2025-09-22,2025-09-27
Выдвижной кабель 3в1 1.2м с катушкой,Celebrat,688.0,4128.0,2L,,4.5,66.0,18.0,7.0,кабели,all_products.csv,low,2025-08-21,2025-08-27
Кабель тайп си тайп си 1 метр,GVProduct,536.0,3216.0,S-Point,,4.8,49.0,24.0,5.0,кабели,all_products.csv,low,2025-02-02,2025-02-19
Литиевая батарейка CR123 DL123 3v,Epilso,837.0,5022.0,Батарейкин,,4.8,9.0,37.0,1.0,элементы питания,all_products.csv,low,2023-12-27,2024-01-06
Аккумуляторные батарейки мизинчиковые AAA HR3 1.2v 550mAh,PERFEO,927.0,5562.0,Батарейкин,,4.8,29.0,46.0,3.0,элементы питания,all_products.csv,low,2023-06-15,2023-06-26
"Аккумуляторы ААА мизинчиковые 1,2в Rechargeable 1100mah HR03",PERFEO,1361.0,8166.0,ComfortLine,,4.8,0.0,20.0,0.0,элементы питания,all_products.csv,low,2024-12-29,2025-01-09
Разъем под пайку BANANA (A) D2 Tech SC-003M-10,,323.0,1938.0,Иваныч,,4.9,19.0,9.0,2.0,кабели,all_products.csv,low,2025-08-09,2025-08-22
Батарейки CR2 3v Lithium,PERFEO,576.0,3456.0,PL Company,,4.7,0.0,45.0,0.0,элементы питания,all_products.csv,low,2024-01-29,2024-02-03
Аккумуляторы АА пальчиковые 1.2 v 1800 mah,GP,2453.0,14718.0,PL Company,,4.7,0.0,35.0,0.0,элементы питания,all_products.csv,low,2023-05-01,2023-05-15
Li-Pol аккумулятор LP401730 3.7В 150мАч,GoPower,520.0,3120.0,ИП Макаров Д. В.,,4.8,39.0,41.0,4.0,элементы питания,all_products.csv,low,2025-07-20,2025-07-24
Сетевой кабель питания C7 1.5м,орбита.team,243.0,1458.0,Абсолют,,4.7,291.0,43.0,30.0,кабели,all_products.csv,low,2023-01-04,2023-01-21
"Кабель VGA-VGA, Длина 1.8 м",MobiRound,491.0,2946.0,MobiRound.ru - аксессуары и запчасти,,4.7,0.0,3.0,0.0,кабели,all_products.csv,low,2025-10-01,2025-10-18
Зарядное устройство для телефона блок питания для iphone,Baseus,768.0,4608.0,Аксессуары для электроники,,4.7,106.0,27.0,11.0,зарядные устройства,all_products.csv,low,2024-10-28,2024-11-06
"Батарейки 27A MN27 A27 алкалиновые Super Alkaline 5шт, 12V",PERFEO,93.0,558.0,Perfeo,,4.8,29282.0,46.0,2988.0,элементы питания,all_products.csv,low,2024-07-16,2024-07-19
"Батарейка ааа мизинчиковая 1,5 v R3 Dynamic Zimc",PERFEO,260.0,1560.0,MS Commerce,,4.7,48.0,27.0,5.0,элементы питания,all_products.csv,low,2024-09-21,2024-09-25
Кабель micro USB 2м,Hoco Premium,180.0,1080.0,Glass-market,,4.9,4851.0,16.0,490.0,кабели,all_products.csv,low,2025-08-06,2025-08-23
Кабель HDMI 8K для видео и аудио,Baseus,1440.0,8640.0,Home Stuff,,4.6,0.0,11.0,0.0,кабели,all_products.csv,low,2025-11-19,2025-11-30
Интернет кабель уличный витая пара 50м UTP 4 Cat.5е 0.51мм,Redmart,946.0,5676.0,REDMART,,4.9,9246.0,10.0,934.0,кабели,all_products.csv,low,2025-12-06,2025-12-14
Аккумуляторные батарейки мизинчиковые AAA HR3 1.2v 950mAh,PERFEO,1148.0,6888.0,Батарейкин,,4.8,107.0,15.0,11.0,элементы питания,all_products.csv,low,2025-09-06,2025-09-13
"Литиевая батарейка 3В, тип CR2, 5 шт",Westinghouse,1219.0,7314.0,интернет-магазин ВОЛЬТА,,4.8,117.0,26.0,12.0,элементы питания,all_products.csv,low,2025-10-22,2025-11-07
Аккумуляторы мизинчиковые AAA HR3 1.2v 1100mAh +BOX,PERFEO,1193.0,7158.0,Батарейкин,,4.8,176.0,8.0,18.0,элементы питания,all_products.csv,low,2025-07-14,2025-07-26
Аккумуляторы мизинчиковые AAA HR3 1.2v 1000mAh пластик,PERFEO,1401.0,8406.0,Батарейкин,,4.8,29.0,42.0,3.0,элементы питания,all_products.csv,low,2022-09-11,2022-09-24
Батарейки Кодак CR2025 для свотч,KODAK,150.0,900.0,АК ГРУПП,,4.8,264.0,39.0,27.0,элементы питания,all_products.csv,low,2024-04-06,2024-04-21
Антенный кабель коаксиальный RG-6 CCS 48% 75 OM,Redmart,485.0,2910.0,REDMART,,4.9,13058.0,24.0,1319.0,кабели,all_products.csv,low,2025-04-03,2025-04-20
HDMI кабель 3 метра для телевизора и ноутбука,BINGO.,372.0,2232.0,Mobile,,4.6,105.0,31.0,11.0,кабели,all_products.csv,low,2024-11-29,2024-12-09
